ok,ng,ok2
4.97117667,0.2034588,9.92200746
3.726687013,-0.15598508,8.789420142
2.407595795,-0.376398779,7.463546965
1.193624958,-0.556120719,6.032553408
0.07460156,-0.718887759,4.513394371
-0.776534418,-0.885045778,2.963716514
-1.454730417,-1.108850458,1.271617497
-1.919294676,-1.278399457,-0.396744659
-2.085452696,-1.471685317,-1.939640556
-2.115971516,-1.692099017,-3.234994914
-1.915903696,-1.817565276,-4.367582231
-1.508986097,-1.566632757,-5.18141743
-0.868090878,-1.224143778,-5.656154629
-0.0339098,-0.803662258,-5.757884028
0.895218718,-0.495083079,-5.422177009
1.868429976,-0.291624279,-4.81858257
3.011190234,-0.0847745,-3.964055612
4.259070871,0.07121058,-2.861987114
5.412004069,0.24075958,-1.468294337
6.415734147,0.403526619,-0.04747372
7.368599525,0.603594439,1.295354357
8.297728043,0.786707358,2.678874195
9.121736182,0.905391658,3.967446592
9.715157681,0.935910478,5.269582909
10.08138352,0.966429298,6.395388267
10.30179722,1.078331638,7.371990505
10.42048152,1.125805358,8.209562564
10.15937606,1.122414378,8.952187182
9.616819261,1.041030858,9.386232621
8.799593082,1.054594778,9.664292981
7.822990844,1.054594778,9.78975924
6.483553747,1.017293998,9.87792472
4.97117667,0.922346558,9.79993218
3.452017633,0.905391658,9.542217701
1.841302136,0.942692438,9.138691082
0.23058664,0.824008138,8.694472703
-1.336046117,0.590030519,8.134961004
-2.702611055,0.376398779,7.433028145
-3.757205832,0.254323499,6.659884707
-4.425228891,0.18989488,5.913869108
-4.696507291,0.14920312,5.20854527
-4.594777891,0.09494744,4.411664971
-3.960664632,0.20006782,3.577483893
-2.831468294,0.281451339,2.831468294
-1.400474737,0.373007799,2.017633096
0.17633096,0.393353679,1.183452018
1.919294676,0.505256019,0.332316039
3.862326212,0.729060699,-0.478128179
5.832485588,0.878263818,-1.186842998
7.650050865,0.830790098,-1.746354697
9.023397762,0.684977959,-2.200746016
10.18311292,0.562902679,-2.529671075
11.16649712,0.311970159,-2.651746355
11.90233978,-0.05764666,-2.499152255
12.2380468,-0.590030519,-2.292302475
12.16005426,-1.132587318,-1.956595456
11.89216684,-1.685317057,-1.522550017
11.3903018,-2.285520515,-0.952865378
10.6103764,-2.872160054,-0.356052899
9.545608681,-3.255340793,0.257714479
8.267209223,-3.455408613,0.779925398
6.893862326,-3.587656833,1.373346897
5.479823669,-3.543574093,1.902339776
4.120040692,-3.302814513,2.370295015
2.838250254,-2.892505934,2.722956935
1.576805697,-2.316039335,3.038318074
0.515428959,-1.671753137,3.265513733
-0.352661919,-1.013903018,3.336724313
-1.030857918,-0.339097999,3.170566294
-1.627670397,0.383180739,2.956934554
-2.183791116,1.088504578,2.634791455
-2.451678535,1.695489997,2.285520515
-2.410986775,2.271956595,1.790437436
-2.349949135,2.814513394,1.119023398
-2.282129535,3.153611394,0.342488979
-2.160054256,3.353679213,-0.501865039
-1.915903696,3.401152933,-1.542895897
-1.468294337,3.424889793,-2.658528315
-0.830790098,3.414716853,-3.770769752
-0.328925059,3.404543913,-4.83892845
0.0508647,3.387589013,-5.957951848
0.461173279,3.370634113,-7.039674466
0.824008138,3.401152933,-8.016276704
1.173279078,3.302814513,-8.809766022
1.397083757,3.214649034,-9.362495761
1.444557477,3.211258054,-9.671074941
1.437775517,3.228212954,-9.8813157
1.288572397,3.184130214,-9.87453374
0.942692438,3.034927094,-9.660902001
0.311970159,2.851814174,-9.291285181
-0.288233299,2.689047135,-8.782638182
-0.908782638,2.455069515,-8.060359444
-1.559850797,2.136317396,-7.134621906
-2.288911495,1.732790777,-5.991861648
-2.882332994,1.369955917,-4.78806375
-3.360461173,1.034248898,-3.519837233
-3.655476433,0.464564259,-2.153272296
-3.736859953,-0.24754154,-0.752797558
-3.618175653,-0.874872838,0.559511699
-3.194303154,-1.342828077,1.634452357
-2.434723635,-1.712444897,2.502543235
-1.600542557,-1.875211936,3.180739234
-0.603594439,-1.973550356,3.628348593
0.491692099,-1.976941336,3.804679552
1.790437436,-1.827738216,3.825025432
3.007799254,-1.695489997,3.669040353
4.062394032,-1.542895897,3.336724313
5.03560529,-1.254662597,2.739911835
5.849440488,-0.712105799,1.919294676
6.368260427,-0.254323499,1.024075958
6.486944727,0.08138352,0.07460156
6.273312987,0.406917599,-1.071549678
5.808748728,0.729060699,-2.322821295
5.19498135,1.132587318,-3.540183113
4.292980671,1.536113937,-4.740590031
3.129874534,1.888775856,-6.042726348
1.898948796,2.275347575,-7.266870125
0.695150899,2.672092235,-8.453713123
-0.508646999,2.851814174,-9.437097321
-1.719226857,2.770430654,-10.23397762
-2.838250254,2.668701255,-10.84096304
-3.808070532,2.539844015,-11.39708376
-4.452356731,2.444896575,-11.63784334
-4.95083079,2.366904035,-11.6615802
-5.303492709,2.163445236,-11.56324178
-5.520515429,2.041369956,-11.2037979
-5.554425229,1.929467616,-10.66802306
-5.337402509,1.793828416,-9.90844354
-5.07290607,1.590369617,-8.925059342
-4.669379451,1.353001017,-7.856900644
-4.211597152,1.166497118,-6.741268227
-3.797897592,0.871481858,-5.513733469
-3.448626653,0.406917599,-4.299762631
-3.099355714,0.0339098,-3.133265514
-2.773821634,-0.298406239,-2.078670736
-2.522889115,-0.623940319,-0.952865378
-2.383858935,-0.969820278,0.04408274
-2.410986775,-1.373346897,0.946083418
-2.455069515,-1.732790777,1.732790777
-2.526280095,-1.892166836,2.305866395
-2.634791455,-1.987114276,2.706002035
-2.838250254,-1.997287216,2.977280434
-2.953543574,-1.861648016,3.058663954
-2.933197694,-1.712444897,2.929806714
-2.960325534,-1.593760597,2.712783995
-3.021363174,-1.549677857,2.417768735
-3.197694134,-1.454730417,1.956595456
-3.411325873,-1.288572397,1.298745337
-3.557138013,-1.125805358,0.495083079
-3.825025432,-1.054594778,-0.457782299
-4.194642252,-0.990166158,-1.407256697
-4.462529671,-0.956256358,-2.370295015
-4.723635131,-0.935910478,-3.390979993
-4.95761275,-0.905391658,-4.276025771
-5.12037979,-0.820617158,-5.03560529
-5.09664293,-0.596812479,-5.720583249
-4.82536453,-0.305188199,-6.388606307
-4.577822991,-0.1017294,-6.951508986
-4.208206172,0.02034588,-7.304170905
-3.723296033,0.19328586,-7.497456765
-3.126483554,0.376398779,-7.511020685
-2.533062055,0.556120719,-7.385554425
-2.021024076,0.742624619,-7.036283486
-1.627670397,0.878263818,-6.446252967
-1.227534758,1.088504578,-5.717192269
-0.759579518,1.244489658,-4.83553747
-0.484910139,1.342828077,-3.780942692
-0.498474059,1.359782977,-2.665310275
-0.620549339,1.458121397,-1.597151577
-0.871481858,1.522550017,-0.701932859
-1.353001017,1.380128857,0.12207528
-2.071888776,1.064767718,0.830790098
-2.882332994,0.779925398,1.458121397
-3.753814852,0.576466599,1.885384876
-4.679552391,0.406917599,2.126144456
-5.700237369,0.23058664,2.255001695
-6.727704307,0.12546626,2.343167175
-7.639877925,0.15598508,2.332994235
-8.328246863,0.332316039,2.129535436
-8.769074262,0.566293659,1.932858596
-9.159036962,0.793489318,1.675144117
-9.365886741,1.139369278,1.268226517
-9.294676161,1.603933537,0.725669719
-9.047134622,1.929467616,0.17293998
-8.748728383,2.173618176,-0.339097999
-8.440149203,2.339776195,-0.820617158
-8.036622584,2.509325195,-1.278399457
-7.538148525,2.614445575,-1.807392336
-7.158358766,2.539844015,-2.278738555
-6.948118006,2.336385215,-2.712783995
-6.975245846,2.115971516,-3.255340793
-7.029501526,1.868429976,-3.811461512
-7.226178366,1.430993557,-4.269243811
-7.589013225,0.820617158,-4.659206511
-7.968802984,0.24075958,-5.04238725
-8.162088844,-0.23058664,-5.367921329
-8.392675483,-0.617158359,-5.622244829
-8.545269583,-0.973211258,-5.761275008
-8.596134283,-1.146151238,-5.744320109
-8.457104103,-1.085113598,-5.574771109
-8.111224144,-0.769752458,-5.262800949
-7.544930485,-0.24415056,-4.682943371
-6.720922347,0.305188199,-3.869108172
-5.730756189,1.044421838,-2.919633774
-4.625296711,1.841302136,-1.804001356
-3.662258393,2.556798915,-0.545947779
-2.865378094,3.167175314,0.681586979
-2.007460156,3.679213293,1.949813496
-1.207188878,4.120040692,3.062054934
-0.552729739,4.330281451,4.008138352
-0.23397762,4.357409291,4.91013903
-0.05764666,4.211597152,5.625635809
-0.10851136,3.957273652,6.039335368
-0.281451339,3.580874873,6.158019668
-0.678195999,3.072227874,6.117327908
-1.366564937,2.492370295,5.883350288
-2.041369956,1.976941336,5.439131909
-2.682265175,1.678535097,4.83553747
-3.353679213,1.420820617,4.079348932
-4.089521872,1.258053577,3.289250593
-4.727026111,1.247880638,2.380467955
-5.17124449,1.508986097,1.424211597
-5.523906409,1.902339776,0.396744659
-5.730756189,2.299084435,-0.613767379
-5.764665988,2.689047135,-1.563241777
-5.544252289,3.116310614,-2.441505595
-5.03899627,3.560528993,-3.289250593
-4.442183791,3.791115632,-4.008138352
-3.916581892,3.757205832,-4.571041031
-3.323160393,3.730077993,-4.99491353
-2.505934215,3.648694473,-5.344184469
-1.664971177,3.377416073,-5.520515429
-0.878263818,2.984062394,-5.439131909
-0.14920312,2.424550695,-5.19159037
0.451000339,1.824347236,-4.79823669
1.200406918,1.142760258,-4.374364191
1.831129196,0.393353679,-3.638521533
2.332994235,-0.345879959,-2.767039674
2.733129875,-0.963038318,-1.905730756
3.187521194,-1.288572397,-0.817226178
3.414716853,-1.386910817,0.389962699
3.363852153,-1.336046117,1.766700576
3.153611394,-1.180061038,3.296032553
2.946761614,-0.844354018,4.84910139
2.644964395,-0.556120719,6.334350627
2.248219736,-0.295015259,7.778908104
1.678535097,-0.15937606,9.121736182
1.119023398,-0.0847745,10.26110546
0.712105799,-0.04069176,11.19362496
0.261105459,-0.05764666,12.01085114
-0.24415056,-0.2373686,12.57714479
-0.654459139,-0.484910139,12.93658867
-0.834181078,-0.783316378,13.03831807
-0.735842659,-1.258053577,12.82807731
-0.569684639,-1.644625297,12.48558834
-0.2204137,-1.854866056,11.8989488
0.417090539,-1.898948796,11.14954222
1.149542218,-1.776873516,10.24415056
1.905730756,-1.688708037,9.294676161
2.770430654,-1.424211597,8.229908444
3.658867413,-0.915564598,7.097321126
4.510003391,-0.12207528,5.859613428
5.19159037,0.769752458,4.557477111
5.730756189,1.553068837,3.272295693
6.130891828,2.434723635,2.068497796
6.544591387,3.268904713,0.922346558
6.765005086,3.784333672,-0.16276704
6.819260766,3.991183452,-1.156324178
6.792132926,3.991183452,-2.007460156
6.625974907,3.763987792,-2.858596134
6.300440827,3.292641573,-3.689386233
5.812139708,2.587317735,-4.238724992
5.24923703,1.583587657,-4.601559851
4.645642591,0.461173279,-4.75415395
4.126822652,-0.664632079,-4.720244151
3.747032893,-1.787046456,-4.526958291
3.455408613,-2.889114954,-4.055612072
3.279077653,-3.831807392,-3.394370973
3.184130214,-4.496439471,-2.604272635
3.207867074,-5.06612411,-1.658189217
3.241776874,-5.388267209,-0.593421499
3.428280773,-5.378094269,0.766361478
3.574092913,-5.07290607,2.095625636
3.770769752,-4.574432011,3.530010173
3.991183452,-4.059003052,4.98134961
4.252288911,-3.489318413,6.334350627
4.408273991,-2.933197694,7.694133605
4.350627331,-2.390640895,8.819938962
4.143777552,-2.007460156,9.78297728
3.882672092,-1.820956256,10.5934215
3.455408613,-1.651407257,11.3055273
2.926415734,-1.570023737,11.79382842
2.200746016,-1.742963717,12.02780604
1.492031197,-1.976941336,12.10918956
0.722278739,-2.295693455,11.99050526
-0.14581214,-2.543234995,11.64801628
-0.959647338,-2.746693795,11.09189556
-1.668362157,-2.895896914,10.41030858
-2.312648355,-2.987453374,9.718548661
-2.838250254,-2.872160054,8.884367582
-3.221430994,-2.597490675,7.924720244
-3.506273313,-2.295693455,6.832824686
-3.841980332,-1.824347236,5.652763649
-3.828416412,-1.132587318,4.476093591
-3.635130553,-0.383180739,3.163784334
-3.170566294,0.295015259,1.804001356
-2.536453035,0.810444218,0.498474059
-1.712444897,1.169888098,-0.722278739
-0.776534418,1.369955917,-1.983723296
0.15937606,1.380128857,-3.184130214
1.013903018,1.139369278,-4.292980671
1.705662937,0.705323839,-5.21193625
2.380467955,0.16615802,-5.879959308
3.011190234,-0.383180739,-6.364869447
3.516446253,-1.024075958,-6.619192947
3.855544252,-1.868429976,-6.625974907
4.086130892,-2.522889115,-6.324177687
4.354018311,-3.136656494,-5.879959308
4.387928111,-3.648694473,-5.252628009
4.191251272,-4.011529332,-4.506612411
3.869108172,-4.228552052,-3.567310953
3.546965073,-4.103085792,-2.512716175
3.194303154,-3.845371312,-1.414038657
2.722956935,-3.530010173,-0.278060359
2.136317396,-3.194303154,0.932519498
1.549677857,-2.712783995,2.136317396
0.993557138,-2.139708376,3.123092574
0.474737199,-1.712444897,3.875890132
-0.06442862,-1.369955917,4.516785351
-0.559511699,-1.105459478,5.04577823
-1.081722618,-0.942692438,5.337402509
-1.624279417,-1.000339098,5.449304849
-2.010851136,-1.308918277,5.306883689
-2.312648355,-1.776873516,5.06612411
-2.566971855,-2.180400136,4.577822991
-2.634791455,-2.519498135,3.879281112
-2.533062055,-2.933197694,3.051881994
-2.221091896,-3.377416073,2.217700916
-1.783655476,-3.713123093,1.390301797
-1.312309257,-3.858935232,0.484910139
-0.807053238,-3.906408952,-0.495083079
-0.23397762,-3.811461512,-1.369955917
0.505256019,-3.526619193,-2.265174635
1.264835537,-3.007799254,-3.011190234
2.000678196,-2.302475415,-3.672431333
2.783994574,-1.522550017,-4.164123432
3.638521533,-0.668023059,-4.428619871
4.533740251,0.16615802,-4.435401831
5.286537809,0.851135978,-4.479484571
5.985079688,1.471685317,-4.384537131
6.714140387,1.837911156,-4.072566972
7.371990505,2.092234656,-3.641912513
7.870464564,2.248219736,-3.109528654
8.134961004,2.139708376,-2.539844015
8.182434724,1.919294676,-1.868429976
8.236690404,1.505595117,-1.186842998
8.223126484,1.041030858,-0.454391319
7.975584944,0.528992879,0.16276704
7.511020685,-0.0169549,0.634113259
7.043065446,-0.545947779,1.013903018
6.476771787,-0.837572058,1.407256697
5.886741268,-0.990166158,1.627670397
5.18480841,-1.108850458,1.742963717
4.347236351,-1.142760258,1.780264496
3.591047813,-1.020684978,1.749745677
2.861987114,-0.674805019,1.620888437
2.173618176,-0.257714479,1.251271617
1.464903357,0.14920312,0.810444218
0.851135978,0.474737199,0.250932519
0.400135639,0.756188538,-0.434045439
-0.01017294,1.037639878,-1.258053577
-0.427263479,1.098677518,-2.166836216
-0.610376399,1.041030858,-3.123092574
-0.613767379,0.786707358,-4.092912852
-0.498474059,0.498474059,-5.12716175
-0.274669379,0.12546626,-6.124109868
0.1017294,-0.362834859,-7.015937606
0.695150899,-0.807053238,-7.768735164
1.376737877,-1.386910817,-8.287555103
1.963377416,-1.956595456,-8.636826043
2.550016955,-2.468633435,-8.809766022
3.241776874,-2.760257714,-8.691081723
3.967446592,-2.889114954,-8.331637843
4.642251611,-2.834859274,-7.683960665
5.16446253,-2.655137335,-6.927772126
5.645981689,-2.377076975,-5.856222448
6.168192608,-1.722617837,-4.560868091
6.659884707,-0.993557138,-3.272295693
6.842997626,-0.427263479,-1.909121736
6.839606646,0.0339098,-0.518819939
6.792132926,0.393353679,0.861308918
6.646320787,0.749406579,2.210918956
6.181756528,1.061376738,3.401152933
5.473041709,1.247880638,4.442183791
4.662597491,1.325873177,5.405222109
3.797897592,1.430993557,6.314004747
2.746693795,1.539504917,6.988809766
1.570023737,1.458121397,7.446592065
0.383180739,1.258053577,7.765344184
-0.542556799,1.146151238,7.975584944
-1.369955917,1.227534758,7.945066124
-2.234655816,1.366564937,7.758562224
-3.028145134,1.559850797,7.378772465
-3.560528993,1.729399797,6.893862326
-3.757205832,1.939640556,6.361478467
-3.747032893,2.163445236,5.584944049
-3.502882333,2.431332655,4.621905731
-2.990844354,2.597490675,3.597829773
-2.149881316,2.828077314,2.461851475
-1.237707698,2.878942014,1.207188878
-0.288233299,2.855205154,-0.13224822
0.718887759,2.594099695,-1.502204137
1.861648016,2.258392675,-2.933197694
3.034927094,1.915903696,-4.364191251
3.994574432,1.471685317,-5.761275008
4.727026111,0.976602238,-7.002373686
5.347575449,0.393353679,-8.029840624
5.927433028,-0.250932519,-8.704645643
6.151237708,-0.885045778,-9.101390302
6.195320448,-1.481858257,-9.209901662
6.232621228,-2.014242116,-8.880976602
6.236012208,-2.526280095,-8.148524924
6.046117328,-2.709393015,-7.188877586
5.557816209,-2.875551034,-6.005425568
4.93048491,-2.773821634,-4.672770431
4.387928111,-2.495761275,-3.170566294
3.974228552,-1.990505256,-1.556459817
3.441844693,-1.525940997,-0.02712784
2.770430654,-1.010512038,1.397083757
2.299084435,-0.586639539,2.756866734
2.051542896,-0.0169549,4.038657172
1.766700576,0.579857579,5.08307901
1.478467277,1.139369278,5.896914208
1.169888098,1.648016277,6.551373347
1.000339098,2.105798576,6.985418786
0.902000678,2.492370295,7.344862665
0.807053238,2.726347915,7.433028145
0.644286199,2.685656155,7.358426585
0.539165819,2.468633435,7.154967786
0.579857579,2.082061716,6.748050187
0.579857579,1.685317057,6.090200068
0.556120719,1.119023398,5.18480841
0.518819939,0.484910139,4.255679891
0.545947779,-0.0847745,3.296032553
0.559511699,-0.566293659,2.231264836
0.617158359,-0.959647338,1.166497118
0.742624619,-1.369955917,0.01356392
0.756188538,-1.661580197,-1.074940658
0.756188538,-1.800610376,-2.139708376
0.837572058,-1.888775856,-3.173957274
0.868090878,-1.831129196,-4.062394032
0.739233639,-1.573414717,-4.77110885
0.495083079,-1.213970838,-5.269582909
0.17293998,-0.793489318,-5.659545609
-0.23058664,-0.308579179,-6.005425568
-0.657850119,0.16276704,-6.039335368
-1.376737877,0.627331299,-5.774838928
