date,v
1962/12/20,1441.43
1962/12/21,1441.83
1962/12/24,1430.04
1962/12/25,1429.57
1962/12/26,1432.31
1962/12/27,1422.81
1962/12/28,1420.43
1963/1/4,1418.25
1963/1/7,1391.22
1963/1/8,1409.01
1963/1/9,1421.27
1963/1/10,1412.28
1963/1/11,1398.76
1963/1/14,1416.33
1963/1/16,1413.75
1963/1/17,1422.94
1963/1/18,1435.68
1963/1/21,1473.79
1963/1/22,1463.2
1963/1/23,1453.94
1963/1/24,1468.29
1963/1/25,1468.88
1963/1/28,1469.61
1963/1/29,1463.3
1963/1/30,1452.49
1963/1/31,1458.47
1963/2/1,1464.7
1963/2/4,1470.71
1963/2/5,1483.22
1963/2/6,1495.24
1963/2/7,1498.65
1963/2/8,1497.96
1963/2/11,1510.96
1963/2/12,1495.14
1963/2/13,1497.29
1963/2/14,1492.73
1963/2/15,1485.95
1963/2/18,1475.78
1963/2/19,1484.22
1963/2/20,1493.58
1963/2/21,1490.14
1963/2/22,1495.38
1963/2/25,1482.98
1963/2/26,1488.58
1963/2/27,1490.22
1963/2/28,1500.51
1963/3/1,1508.18
1963/3/4,1522.28
1963/3/5,1517.68
1963/3/6,1510.99
1963/3/7,1510.23
1963/3/8,1509.89
1963/3/11,1518.66
1963/3/12,1517.76
1963/3/13,1522.02
1963/3/14,1536.18
1963/3/15,1536.28
1963/3/18,1541.45
1963/3/19,1545.1
1963/3/20,1554.3
1963/3/22,1553.67
1963/3/25,1559.69
1963/3/26,1568.69
1963/3/27,1565.01
1963/3/28,1597.75
1963/3/29,1599.14
1963/4/1,1624.17
1963/4/2,1620.49
1963/4/3,1612.61
1963/4/4,1624.99
1963/4/5,1634.37
1963/4/8,1629.5
1963/4/9,1611.01
1963/4/10,1612.84
1963/4/11,1611.29
1963/4/12,1597.98
1963/4/15,1602.29
1963/4/16,1603.37
1963/4/17,1594.48
1963/4/18,1595.44
1963/4/19,1585.55
1963/4/22,1575.05
1963/4/23,1568.65
1963/4/24,1569.76
1963/4/25,1563.64
1963/4/26,1588.45
1963/4/30,1592.57
1963/5/1,1592.99
1963/5/2,1599.04
1963/5/6,1594.92
1963/5/7,1598.8
1963/5/8,1590.61
1963/5/9,1596.26
1963/5/10,1608.16
1963/5/13,1598.17
1963/5/14,1592.51
1963/5/15,1572.84
1963/5/16,1572.45
1963/5/17,1558.28
1963/5/20,1550.05
1963/5/21,1547.06
1963/5/22,1533.65
1963/5/23,1527.74
1963/5/24,1544.1
1963/5/27,1556.11
1963/5/28,1555.54
1963/5/29,1546.09
1963/5/30,1549.31
1963/5/31,1554.75
1963/6/3,1550.78
1963/6/4,1528.52
1963/6/5,1537.69
1963/6/6,1545.38
1963/6/7,1553.41
1963/6/10,1558.06
1963/6/11,1554.74
1963/6/12,1559.02
1963/6/13,1565.59
1963/6/14,1570.17
1963/6/17,1549.25
1963/6/18,1558.88
1963/6/19,1548.28
1963/6/20,1549.06
1963/6/21,1534.87
1963/6/24,1532.69
1963/6/25,1551.16
1963/6/26,1555.98
1963/6/27,1562.96
1963/6/28,1552.43
1963/7/1,1596.55
1963/7/2,1598.69
1963/7/3,1585.75
1963/7/4,1589.22
1963/7/5,1589.82
1963/7/8,1588.2
1963/7/9,1570.54
1963/7/10,1571
1963/7/11,1555.52
1963/7/12,1531.19
1963/7/15,1514.33
1963/7/16,1490.73
1963/7/17,1522.44
1963/7/18,1514.31
1963/7/19,1449.9
1963/7/22,1429.21
1963/7/23,1411.68
1963/7/24,1450.03
1963/7/25,1425.84
1963/7/26,1415.09
1963/7/29,1352.73
1963/7/30,1398.96
1963/7/31,1386.98
1963/8/1,1370.76
1963/8/2,1379.94
1963/8/5,1391.67
1963/8/6,1379.61
1963/8/7,1367.35
1963/8/8,1361.97
1963/8/9,1374.5
1963/8/12,1402.81
1963/8/13,1413.67
1963/8/14,1413.05
1963/8/15,1406.71
1963/8/16,1386.64
1963/8/19,1371.38
1963/8/20,1346.5
1963/8/21,1330.52
1963/8/22,1330.57
1963/8/23,1324.96
1963/8/26,1314.01
1963/8/27,1339.39
1963/8/28,1337.57
1963/8/29,1359.14
1963/8/30,1350.65
1963/9/2,1344.36
1963/9/3,1337.23
1963/9/4,1320.39
1963/9/5,1320.67
1963/9/6,1305.71
1963/9/9,1295.81
1963/9/10,1311.76
1963/9/11,1338.46
1963/9/12,1358.27
1963/9/13,1378.68
1963/9/16,1387.78
1963/9/17,1402.27
1963/9/18,1383.84
1963/9/19,1381.68
1963/9/20,1368.63
1963/9/23,1355.82
1963/9/25,1344.29
1963/9/26,1334.32
1963/9/27,1330.23
1963/9/30,1301.68
1963/10/1,1316.79
1963/10/2,1317.47
1963/10/3,1318.09
1963/10/4,1346.92
1963/10/7,1351.91
1963/10/8,1342.65
1963/10/9,1328.49
1963/10/10,1340.67
1963/10/11,1331.9
1963/10/14,1319.67
1963/10/15,1329.94
1963/10/16,1332.41
1963/10/17,1332.47
1963/10/18,1351.94
1963/10/21,1356.21
1963/10/22,1373.91
1963/10/23,1387.36
1963/10/24,1380.89
1963/10/25,1375.39
1963/10/28,1380
1963/10/29,1379.88
1963/10/30,1370.1
1963/10/31,1358.6
1963/11/1,1334.57
1963/11/4,1340.57
1963/11/5,1333.6
1963/11/6,1337.8
1963/11/7,1318.02
1963/11/8,1311.96
1963/11/11,1299.17
1963/11/12,1299.91
1963/11/13,1281.82
1963/11/14,1295.23
1963/11/15,1286.2
1963/11/18,1314.46
1963/11/19,1314.26
1963/11/20,1309.79
1963/11/21,1297.61
1963/11/22,1285.5
1963/11/25,1245.23
1963/11/26,1259.15
1963/11/27,1284.02
1963/11/28,1283.3
1963/11/29,1280.21
1963/12/2,1257.3
1963/12/3,1244.4
1963/12/4,1243.92
1963/12/5,1239.54
1963/12/6,1261.92
1963/12/9,1258.85
1963/12/10,1245.2
1963/12/11,1232.81
1963/12/12,1224.92
1963/12/13,1227.01
1963/12/16,1216.31
1963/12/17,1214.85
1963/12/18,1200.64
1963/12/19,1218.93
1963/12/20,1224.45
1963/12/23,1216.21
1963/12/24,1224.1
1963/12/25,1230.85
1963/12/26,1243.94
1963/12/27,1233.7
1964/1/6,1205.48
1964/1/7,1205.77
1964/1/8,1215.59
1964/1/9,1212.11
1964/1/10,1210.38
1964/1/13,1259.08
1964/1/14,1269.2
1964/1/16,1278.65
1964/1/17,1293.26
1964/1/20,1316.78
1964/1/21,1326.8
1964/1/22,1333.79
1964/1/23,1321.24
1964/1/24,1319.33
1964/1/27,1324.32
1964/1/28,1326.64
1964/1/29,1338.18
1964/1/30,1323.53
1964/1/31,1326.96
1964/2/3,1305.1
1964/2/4,1300.69
1964/2/5,1293.94
1964/2/6,1290.87
1964/2/7,1290.08
1964/2/10,1285.66
1964/2/11,1306.25
1964/2/12,1293.33
1964/2/13,1286.8
1964/2/14,1287.59
1964/2/17,1280.33
1964/2/18,1273.86
1964/2/19,1270.76
1964/2/20,1284.74
1964/2/21,1274.15
1964/2/24,1264.2
1964/2/25,1264.75
1964/2/26,1269.5
1964/2/27,1268.45
1964/2/28,1260.57
1964/3/2,1253.9
1964/3/3,1278.56
1964/3/4,1267.16
1964/3/5,1266.27
1964/3/6,1274.96
1964/3/9,1263.49
1964/3/10,1253.5
1964/3/11,1238.65
1964/3/12,1237.73
1964/3/13,1224.91
1964/3/16,1221.01
1964/3/17,1217.67
1964/3/18,1204.63
1964/3/19,1218.44
1964/3/23,1214.44
1964/3/24,1213.44
1964/3/25,1228.52
1964/3/26,1241.55
1964/3/27,1225.92
1964/3/30,1214.66
1964/3/31,1222.17
1964/4/1,1233.92
1964/4/2,1235.95
1964/4/3,1219.57
1964/4/6,1210.82
1964/4/7,1208.47
1964/4/8,1209.89
1964/4/9,1203.21
1964/4/10,1207.54
1964/4/13,1216.9
1964/4/14,1216.48
1964/4/15,1225.14
1964/4/16,1235.46
1964/4/17,1225.74
1964/4/20,1221.86
1964/4/21,1225.22
1964/4/22,1217.25
1964/4/23,1217.73
1964/4/24,1213.68
1964/4/27,1217.07
1964/4/28,1222.62
1964/4/30,1232.24
1964/5/1,1238.38
1964/5/4,1245.64
1964/5/6,1244.4
1964/5/7,1256.97
1964/5/8,1265.77
1964/5/11,1268.47
1964/5/12,1274.46
1964/5/13,1272.49
1964/5/14,1282.27
1964/5/15,1297.75
1964/5/18,1303.72
1964/5/19,1315.58
1964/5/20,1308.04
1964/5/21,1319.72
1964/5/22,1318.25
1964/5/25,1317.71
1964/5/26,1315.55
1964/5/27,1315.43
1964/5/28,1322.26
1964/5/29,1311.68
1964/6/1,1319.34
1964/6/2,1303.92
1964/6/3,1308.77
1964/6/4,1303.79
1964/6/5,1300.89
1964/6/8,1298.54
1964/6/9,1318.37
1964/6/10,1322.93
1964/6/11,1332.4
1964/6/12,1331.21
1964/6/15,1344.94
1964/6/16,1331.46
1964/6/17,1333.22
1964/6/18,1320.99
1964/6/19,1319.74
1964/6/22,1315.8
1964/6/23,1323.24
1964/6/24,1324.52
1964/6/25,1325.6
1964/6/26,1328.25
1964/6/29,1348.47
1964/6/30,1359.31
1964/7/1,1352.97
1964/7/2,1364.05
1964/7/3,1369
1964/7/6,1362.78
1964/7/7,1352.38
1964/7/8,1350.04
1964/7/9,1339.33
1964/7/10,1338.22
1964/7/13,1331.4
1964/7/14,1339.26
1964/7/15,1332.01
1964/7/16,1343.99
1964/7/17,1342.86
1964/7/20,1325.43
1964/7/21,1315.95
1964/7/22,1310.49
1964/7/23,1310.65
1964/7/24,1315.99
1964/7/27,1326.19
1964/7/28,1325.37
1964/7/29,1314.01
1964/7/30,1306.72
1964/7/31,1309.21
1964/8/3,1303.76
1964/8/4,1296.72
1964/8/5,1294.89
1964/8/6,1294.43
1964/8/7,1298.03
1964/8/10,1304.94
1964/8/11,1300.29
1964/8/12,1292.16
1964/8/13,1287.4
1964/8/14,1275.49
1964/8/17,1284.59
1964/8/18,1288.33
1964/8/19,1281.75
1964/8/20,1288.7
1964/8/21,1294.63
1964/8/24,1280.23
1964/8/25,1287.54
1964/8/26,1281.2
1964/8/27,1273.98
1964/8/28,1262.19
1964/8/31,1276.11
1964/9/1,1293.92
1964/9/2,1299.96
1964/9/3,1292.5
1964/9/4,1285.54
1964/9/7,1286.26
1964/9/8,1278.03
1964/9/9,1269.66
1964/9/10,1256.55
1964/9/11,1261.91
1964/9/14,1259.94
1964/9/15,1247.3
1964/9/16,1239.03
1964/9/17,1263.22
1964/9/18,1259.33
1964/9/21,1247.6
1964/9/22,1240.25
1964/9/24,1240.48
1964/9/25,1234.68
1964/9/28,1210.34
1964/9/29,1211.22
1964/9/30,1217.23
1964/10/1,1223.64
1964/10/2,1216.19
1964/10/5,1206.5
1964/10/6,1208.68
1964/10/7,1203.14
1964/10/8,1218.33
1964/10/9,1231.07
1964/10/12,1222.41
1964/10/13,1218.99
1964/10/14,1219.34
1964/10/15,1215.2
1964/10/16,1213.3
1964/10/19,1210.22
1964/10/20,1212.3
1964/10/21,1209.76
1964/10/22,1207.74
1964/10/23,1208.58
1964/10/26,1207.81
1964/10/27,1210.54
1964/10/28,1204.68
1964/10/29,1207.77
1964/10/30,1209.4
1964/11/2,1207.62
1964/11/4,1205.07
1964/11/5,1208.54
1964/11/6,1204.67
1964/11/9,1202.69
1964/11/10,1202.89
1964/11/11,1204.27
1964/11/12,1214.12
1964/11/13,1216.33
1964/11/16,1217.53
1964/11/17,1224.55
1964/11/18,1221.68
1964/11/19,1221.77
1964/11/20,1221.16
1964/11/24,1208.57
1964/11/25,1206.76
1964/11/26,1208.11
1964/11/27,1211.47
1964/11/30,1209.31
1964/12/1,1209.09
1964/12/2,1208.06
1964/12/3,1207.12
1964/12/4,1206.03
1964/12/7,1206.93
1964/12/8,1210.5
1964/12/9,1212.37
1964/12/10,1214.87
1964/12/11,1216.97
1964/12/14,1219.81
1964/12/15,1214.49
1964/12/16,1215.58
1964/12/17,1216.87
1964/12/18,1217.1
1964/12/21,1218.21
1964/12/22,1234.65
1964/12/23,1227.96
1964/12/24,1229.43
1964/12/25,1214.73
1964/12/28,1216.55
1965/1/4,1227.11
1965/1/5,1257.72
1965/1/6,1263.99
1965/1/7,1274.27
1965/1/8,1286.43
1965/1/11,1289.98
1965/1/12,1288.54
1965/1/13,1281.67
1965/1/14,1289.5
1965/1/18,1271.68
1965/1/19,1270.34
1965/1/20,1268.88
1965/1/21,1270.46
1965/1/22,1261.83
1965/1/25,1249.72
1965/1/26,1248.05
1965/1/27,1258.21
1965/1/28,1247.2
1965/1/29,1242.27
1965/2/1,1242.83
1965/2/2,1238.75
1965/2/3,1248.03
1965/2/4,1261.6
1965/2/5,1263.59
1965/2/8,1258.93
1965/2/9,1251.68
1965/2/10,1248.61
1965/2/11,1260.73
1965/2/12,1257.94
1965/2/15,1249.5
1965/2/16,1247.01
1965/2/17,1239.08
1965/2/18,1241.41
1965/2/19,1237.35
1965/2/22,1224.82
1965/2/23,1223.59
1965/2/24,1219.1
1965/2/25,1216.71
1965/2/26,1213.07
1965/3/1,1206.48
1965/3/2,1202.54
1965/3/3,1207.82
1965/3/4,1213.03
1965/3/5,1209.64
1965/3/8,1190.98
1965/3/9,1178.43
1965/3/10,1173.34
1965/3/11,1164.63
1965/3/12,1175.86
1965/3/15,1188.49
1965/3/16,1181.22
1965/3/17,1175.3
1965/3/18,1182.69
1965/3/19,1175.88
1965/3/22,1170.28
1965/3/23,1167.79
1965/3/24,1157.05
1965/3/25,1157.07
1965/3/26,1162.77
1965/3/29,1118.79
1965/3/30,1139.3
1965/3/31,1132.77
1965/4/1,1127.58
1965/4/2,1128.57
1965/4/5,1124.45
1965/4/6,1154.39
1965/4/7,1159.98
1965/4/8,1183.12
1965/4/9,1180.57
1965/4/12,1163
1965/4/13,1149.41
1965/4/14,1142.23
1965/4/15,1151.73
1965/4/16,1148.21
1965/4/19,1136.13
1965/4/20,1131.17
1965/4/21,1119.86
1965/4/22,1144.55
1965/4/23,1133.3
1965/4/26,1144.22
1965/4/27,1150.08
1965/4/28,1171.06
1965/4/30,1176.64
1965/5/4,1173.48
1965/5/6,1163.51
1965/5/7,1162.63
1965/5/10,1162.5
1965/5/11,1163.87
1965/5/12,1157.17
1965/5/13,1159.86
1965/5/14,1150.47
1965/5/17,1149.03
1965/5/18,1147.25
1965/5/19,1140.79
1965/5/20,1141.23
1965/5/21,1142.69
1965/5/24,1133.63
1965/5/25,1124.83
1965/5/26,1117.66
1965/5/27,1101
1965/5/28,1081.51
1965/5/31,1096.62
1965/6/1,1092.85
1965/6/2,1119.26
1965/6/3,1131.32
1965/6/4,1120.53
1965/6/7,1114.52
1965/6/8,1109.42
1965/6/9,1101.35
1965/6/10,1090.38
1965/6/11,1093.14
1965/6/14,1080.29
1965/6/15,1069.07
1965/6/16,1062.68
1965/6/17,1055.6
1965/6/18,1080.21
1965/6/21,1075.6
1965/6/22,1104.03
1965/6/23,1091.17
1965/6/24,1090.56
1965/6/25,1096.56
1965/6/28,1072.41
1965/6/29,1067.72
1965/6/30,1060.11
1965/7/1,1064.59
1965/7/2,1065.89
1965/7/5,1049.07
1965/7/6,1046.98
1965/7/7,1037.52
1965/7/8,1038.45
1965/7/9,1032.95
1965/7/12,1020.49
1965/7/13,1026.77
1965/7/14,1033.14
1965/7/15,1024.68
1965/7/16,1037.97
1965/7/19,1037.52
1965/7/20,1045.38
1965/7/21,1045.69
1965/7/22,1036.07
1965/7/23,1027.85
1965/7/26,1034.34
1965/7/27,1052.06
1965/7/28,1066.19
1965/7/29,1085.41
1965/7/30,1097.2
1965/8/2,1120.59
1965/8/3,1111.69
1965/8/4,1135.31
1965/8/5,1153.71
1965/8/6,1145.87
1965/8/9,1150.57
1965/8/10,1133
1965/8/11,1122.09
1965/8/12,1130.33
1965/8/13,1146.66
1965/8/16,1158.35
1965/8/17,1151.77
1965/8/18,1157.02
1965/8/19,1168.62
1965/8/20,1165.81
1965/8/23,1170.92
1965/8/24,1183.34
1965/8/25,1198.91
1965/8/26,1198.38
1965/8/27,1214.95
1965/8/30,1245.49
1965/8/31,1255.58
1965/9/1,1249.72
1965/9/2,1240.07
1965/9/3,1256.22
1965/9/6,1235.78
1965/9/7,1239.98
1965/9/8,1260.02
1965/9/9,1277.15
1965/9/10,1273.23
1965/9/13,1250.29
1965/9/14,1250.1
1965/9/15,1241.93
1965/9/16,1242.95
1965/9/17,1266.4
1965/9/20,1271.76
1965/9/21,1253.25
1965/9/22,1252.16
1965/9/24,1243.4
1965/9/27,1233.41
1965/9/28,1251.88
1965/9/29,1235.81
1965/9/30,1223.74
1965/10/1,1210.11
1965/10/4,1204.48
1965/10/5,1191.89
1965/10/6,1201.9
1965/10/7,1207.46
1965/10/8,1198.11
1965/10/11,1219.12
1965/10/12,1233.77
1965/10/13,1258.34
1965/10/14,1243.55
1965/10/15,1253.87
1965/10/18,1248.84
1965/10/19,1253.34
1965/10/20,1242.77
1965/10/21,1242.24
1965/10/22,1240.86
1965/10/25,1222.83
1965/10/26,1234.74
1965/10/27,1247.42
1965/10/28,1250.37
1965/10/29,1250.68
1965/11/1,1268
1965/11/2,1264.6
1965/11/4,1268.64
1965/11/5,1262.8
1965/11/8,1284.31
1965/11/9,1295.42
1965/11/10,1300.97
1965/11/11,1304.9
1965/11/12,1323.11
1965/11/15,1304.22
1965/11/16,1319.87
1965/11/17,1313.81
1965/11/18,1340.47
1965/11/19,1329.28
1965/11/22,1343.67
1965/11/24,1354.42
1965/11/25,1325.56
1965/11/26,1335.93
1965/11/29,1359.81
1965/11/30,1373.16
1965/12/1,1377.67
1965/12/2,1409.07
1965/12/3,1376.56
1965/12/6,1315.26
1965/12/7,1349.3
1965/12/8,1357.78
1965/12/9,1330.08
1965/12/10,1334.94
1965/12/13,1340.05
1965/12/14,1347.83
1965/12/15,1362.81
1965/12/16,1373.62
1965/12/17,1369.84
1965/12/20,1367.42
1965/12/21,1364.97
1965/12/22,1373.19
1965/12/23,1380.41
1965/12/24,1389.29
1965/12/27,1412.77
1965/12/28,1417.83
1966/1/4,1430.13
1966/1/5,1414.87
1966/1/6,1434.94
1966/1/7,1428.53
1966/1/10,1421.5
1966/1/11,1410.43
1966/1/12,1418.46
1966/1/13,1416.25
1966/1/14,1416.12
1966/1/17,1421.1
1966/1/18,1414.01
1966/1/19,1414.55
1966/1/20,1421.55
1966/1/21,1435.34
1966/1/24,1451.68
1966/1/25,1445.34
1966/1/26,1457.19
1966/1/27,1454.76
1966/1/28,1465.83
1966/1/31,1470.38
1966/2/1,1485.24
1966/2/2,1492.42
1966/2/3,1482.7
1966/2/4,1487.09
1966/2/7,1498.89
1966/2/8,1503.91
1966/2/9,1505.7
1966/2/10,1489.11
1966/2/11,1497.45
1966/2/14,1464.27
1966/2/15,1453.1
1966/2/16,1464.67
1966/2/17,1442.02
1966/2/18,1459.63
1966/2/21,1465.79
1966/2/22,1465.42
1966/2/23,1480.47
1966/2/24,1490.78
1966/2/25,1491.76
1966/2/28,1507.41
1966/3/1,1520.71
1966/3/2,1514.62
1966/3/3,1517.84
1966/3/4,1524.99
1966/3/7,1533.75
1966/3/8,1545.78
1966/3/9,1542.72
1966/3/10,1529.93
1966/3/11,1512.19
1966/3/14,1535.04
1966/3/15,1540.59
1966/3/16,1560.09
1966/3/17,1551.25
1966/3/18,1558.77
1966/3/22,1568.28
1966/3/23,1562.65
1966/3/24,1571.83
1966/3/25,1550.21
1966/3/28,1566.6
1966/3/29,1579.57
1966/3/30,1577.13
1966/3/31,1584.28
1966/4/1,1588.73
1966/4/4,1573.87
1966/4/5,1573.07
1966/4/6,1564.66
1966/4/7,1540.46
1966/4/8,1548
1966/4/11,1536.88
1966/4/12,1551.51
1966/4/13,1555.71
1966/4/14,1537.9
1966/4/15,1535.2
1966/4/18,1531.53
1966/4/19,1508.04
1966/4/20,1486.93
1966/4/21,1502.8
1966/4/22,1503.09
1966/4/25,1530.16
1966/4/26,1523
1966/4/27,1557.07
1966/4/28,1553.68
1966/5/2,1565.55
1966/5/4,1582.15
1966/5/6,1581.58
1966/5/9,1572.94
1966/5/10,1568.37
1966/5/11,1575.29
1966/5/12,1582.73
1966/5/13,1571.1
1966/5/16,1558.15
1966/5/17,1559.67
1966/5/18,1564.94
1966/5/19,1556.84
1966/5/20,1552.76
1966/5/23,1561.14
1966/5/24,1574.06
1966/5/25,1568.93
1966/5/26,1572.97
1966/5/27,1550.06
1966/5/30,1512.63
1966/5/31,1514.15
1966/6/1,1490.85
1966/6/2,1502.67
1966/6/3,1517.81
1966/6/6,1524.5
1966/6/7,1516.9
1966/6/8,1511.8
1966/6/9,1507.03
1966/6/10,1515.01
1966/6/13,1526.5
1966/6/14,1543.1
1966/6/15,1545.77
1966/6/16,1530.35
1966/6/17,1519.42
1966/6/20,1514.94
1966/6/21,1522.71
1966/6/22,1513.95
1966/6/23,1504.14
1966/6/24,1513.38
1966/6/27,1521
1966/6/28,1510.14
1966/6/29,1514.52
1966/6/30,1494.9
1966/7/1,1509.16
1966/7/4,1532.66
1966/7/5,1525.56
1966/7/6,1512.78
1966/7/7,1524.95
1966/7/8,1507.11
1966/7/11,1480.5
1966/7/12,1451.92
1966/7/13,1443.83
1966/7/14,1445.85
1966/7/15,1465.21
1966/7/18,1434.68
1966/7/19,1460.55
1966/7/20,1464.36
1966/7/21,1472.33
1966/7/22,1475.39
1966/7/25,1470.98
1966/7/26,1468.23
1966/7/27,1486.01
1966/7/28,1486.02
1966/7/29,1499
1966/8/1,1495.88
1966/8/2,1494.04
1966/8/3,1490.79
1966/8/4,1479.08
1966/8/5,1479.85
1966/8/8,1475.05
1966/8/9,1487.62
1966/8/10,1486.61
1966/8/11,1483.58
1966/8/12,1486.38
1966/8/15,1496.94
1966/8/16,1497.35
1966/8/17,1494.13
1966/8/18,1486.21
1966/8/19,1466.43
1966/8/22,1463.69
1966/8/23,1469.55
1966/8/24,1450.61
1966/8/25,1456.24
1966/8/26,1459
1966/8/29,1456.63
1966/8/30,1468.29
1966/8/31,1463.04
1966/9/1,1472.86
1966/9/2,1470.95
1966/9/5,1456.77
1966/9/6,1453.32
1966/9/7,1441.24
1966/9/8,1449.88
1966/9/9,1436.15
1966/9/12,1442.37
1966/9/13,1440.62
1966/9/14,1431.24
1966/9/16,1422.17
1966/9/19,1435.89
1966/9/20,1454.36
1966/9/21,1451.48
1966/9/22,1461.44
1966/9/26,1467.69
1966/9/27,1471.15
1966/9/28,1466.76
1966/9/29,1464.59
1966/9/30,1465.43
1966/10/3,1469.24
1966/10/4,1459.33
1966/10/5,1461.6
1966/10/6,1450.34
1966/10/7,1444.89
1966/10/11,1442.22
1966/10/12,1436.71
1966/10/13,1445.03
1966/10/14,1448.17
1966/10/17,1432.92
1966/10/18,1441.43
1966/10/19,1433.46
1966/10/20,1426.99
1966/10/21,1420.26
1966/10/24,1413.78
1966/10/25,1418.56
1966/10/26,1412.2
1966/10/27,1408.08
1966/10/28,1430.04
1966/10/31,1441.02
1966/11/1,1431.92
1966/11/2,1438.29
1966/11/4,1438.58
1966/11/7,1445.08
1966/11/8,1443.6
1966/11/9,1428.77
1966/11/10,1425.39
1966/11/11,1418.5
1966/11/14,1415.02
1966/11/15,1418.06
1966/11/16,1414.6
1966/11/17,1426.58
1966/11/18,1427.23
1966/11/21,1431.27
1966/11/22,1424.98
1966/11/24,1416.22
1966/11/25,1405.58
1966/11/28,1391.77
1966/11/29,1392.24
1966/11/30,1390.21
1966/12/1,1392.07
1966/12/2,1378.34
1966/12/5,1364.34
1966/12/6,1366.31
1966/12/7,1375.43
1966/12/8,1380.36
1966/12/9,1393.64
1966/12/12,1391.49
1966/12/13,1387.1
1966/12/14,1386.25
1966/12/15,1379.35
1966/12/16,1376.49
1966/12/19,1394.23
1966/12/20,1404.3
1966/12/21,1402.03
1966/12/22,1417.98
1966/12/23,1434.13
1966/12/26,1449.6
1966/12/27,1444.91
1966/12/28,1452.1
1967/1/4,1441.35
1967/1/5,1419.97
1967/1/6,1413.93
1967/1/9,1424.02
1967/1/10,1416.93
1967/1/11,1410.31
1967/1/12,1416.01
1967/1/13,1418.23
1967/1/16,1441.83
1967/1/17,1447.14
1967/1/18,1440.48
1967/1/19,1444.01
1967/1/20,1441.97
1967/1/23,1443.27
1967/1/24,1446.48
1967/1/25,1444.09
1967/1/26,1428.95
1967/1/27,1429.14
1967/1/30,1457.5
1967/1/31,1463.11
1967/2/1,1463.64
1967/2/2,1472.24
1967/2/3,1480.51
1967/2/6,1481.81
1967/2/7,1483.48
1967/2/8,1488.78
1967/2/9,1446.66
1967/2/10,1472.85
1967/2/13,1460.38
1967/2/14,1454.86
1967/2/15,1467.51
1967/2/16,1476.21
1967/2/17,1468.15
1967/2/20,1476.01
1967/2/21,1472.21
1967/2/22,1478.24
1967/2/23,1482.23
1967/2/24,1484.95
1967/2/27,1499.09
1967/2/28,1494.82
1967/3/1,1506.27
1967/3/2,1502.64
1967/3/3,1485.07
1967/3/6,1487.41
1967/3/7,1480.44
1967/3/8,1468.5
1967/3/9,1473.18
1967/3/10,1468.4
1967/3/13,1460.62
1967/3/14,1465.32
1967/3/15,1466.94
1967/3/16,1459.36
1967/3/17,1467.12
1967/3/20,1467.74
1967/3/22,1462.99
1967/3/23,1455.45
1967/3/24,1456.61
1967/3/27,1450.31
1967/3/28,1438
1967/3/29,1456.47
1967/3/30,1446.57
1967/3/31,1455.58
1967/4/3,1439.12
1967/4/4,1426.47
1967/4/5,1434.47
1967/4/6,1428.16
1967/4/7,1425.71
1967/4/10,1432.63
1967/4/11,1428.78
1967/4/12,1418.02
1967/4/13,1420.72
1967/4/14,1432.42
1967/4/17,1431.85
1967/4/18,1436.22
1967/4/19,1438.22
1967/4/20,1438.59
1967/4/21,1445.46
1967/4/24,1436.68
1967/4/25,1438.97
1967/4/26,1443.43
1967/4/27,1438.23
1967/4/28,1437.24
1967/5/1,1441.12
1967/5/2,1448.74
1967/5/4,1456.03
1967/5/8,1457.49
1967/5/9,1451.64
1967/5/10,1461.62
1967/5/11,1476.52
1967/5/12,1476.58
1967/5/15,1480.81
1967/5/16,1477.44
1967/5/17,1480.53
1967/5/18,1477.72
1967/5/19,1480.74
1967/5/22,1474.77
1967/5/23,1485.62
1967/5/24,1479.59
1967/5/25,1481.58
1967/5/26,1474.75
1967/5/29,1490.82
1967/5/30,1495.57
1967/5/31,1505.94
1967/6/1,1502.78
1967/6/2,1498.25
1967/6/5,1488.69
1967/6/6,1483.04
1967/6/7,1476.9
1967/6/8,1490.58
1967/6/9,1487.79
1967/6/12,1487.8
1967/6/13,1479.04
1967/6/14,1480.36
1967/6/15,1475.25
1967/6/16,1478.48
1967/6/19,1468.5
1967/6/20,1470.71
1967/6/21,1477.45
1967/6/22,1474.29
1967/6/23,1474.03
1967/6/26,1489.45
1967/6/27,1490.63
1967/6/28,1486.16
1967/6/29,1494.42
1967/6/30,1494.18
1967/7/3,1494.44
1967/7/4,1486.59
1967/7/5,1489.28
1967/7/6,1486.74
1967/7/7,1477.16
1967/7/10,1481.99
1967/7/11,1475.66
1967/7/12,1477.75
1967/7/13,1482.65
1967/7/14,1480.82
1967/7/17,1481.55
1967/7/18,1481.24
1967/7/19,1483.27
1967/7/20,1492.11
1967/7/21,1494.07
1967/7/24,1494.21
1967/7/25,1489.34
1967/7/26,1488.11
1967/7/27,1486.48
1967/7/28,1483.63
1967/7/31,1476.33
1967/8/1,1461.73
1967/8/2,1446.02
1967/8/3,1446.28
1967/8/4,1446.74
1967/8/7,1429.36
1967/8/8,1435.39
1967/8/9,1430.87
1967/8/10,1429.48
1967/8/11,1414.48
1967/8/14,1369.45
1967/8/15,1383.73
1967/8/16,1354.21
1967/8/17,1360.9
1967/8/18,1356.96
1967/8/21,1321.54
1967/8/22,1340.31
1967/8/23,1337.03
